id;n_victimas;aaaa;mm;dd;fecha;hora;franja_hora;direccion_normalizada;comuna;tipo_calle;otra_direccion;calle;altura;cruce;geocodificacion_CABA;longitud;latutid;victima;acusado;participantes;moto;auto;transporte_publico;camion;ciclista;gravedad
LC-2019-0270845;1;2019;5;1;43586;0,263888889;6;SD;13;SD;Blanco Encalada y Vidal 0, Barrio: Belgrano  , jurisdicción comisaria:  Vecinal 13C;;;;Point (100049.13163829038967378 107529.59112994476163294);-58.462764;-34.561395;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0270863;2;2019;5;1;43586;0,326388889;7;SD;9;SD;Acosta, Mariano Av. y San Pedro 0, Barrio: Parque Avellaneda  , jurisdicción comisaria:  Vecinal 9C;;;;Point (99162.00121910581947304 98609.73614048515446484);-58.47244;-34.641802;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0270915;1;2019;5;1;43586;0,377777778;9;SD;3;SD;San Juan Av. y Pasco 0, Barrio: San Cristobal  , jurisdicción comisaria:  Vecinal 3B;;;;Point (106137.96841876758844592 100687.23338921704271343);-58.396368;-34.623057;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0271021;1;2019;5;1;43586;0,482638889;11;SD;14;SD;Del Libertador Av. y Matienzo, Benjamin, Teniente 0, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 14C;;;;Point (102849.41228844929719344 106999.46672063188452739);-58.432249;-34.56617;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0271122;1;2019;5;1;43586;0,545138889;13;SD;14;SD;Borges, Jorge Luis 1627, Barrio: Palermo VIA PUBLICA , jurisdicción comisaria:  Vecinal 14A;;;;Point (103071.04184841923415661 104498.19418783865694422);-58.429825;-34.588717;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0271127;1;2019;5;1;43586;0,545138889;13;SD;13;SD;La Pampa 845, Barrio: Belgrano  , jurisdicción comisaria:  Vecinal 13A;;;;Point (102312.77727999670605641 108213.65872781811049208);-58.4381;-34.555226;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0271157;1;2019;5;1;43586;0,638888889;15;SD;13;SD;Vuelta De Obligado y Rivadavia Martin, Comodoro 0, Barrio: Nuñez  , jurisdicción comisaria:  Vecinal 13B;;;;Point (99632.78377049871778581 109010.52935444482136518);-58.4673;-34.548045;MOTO;SD;MOTO-SD;x;SD;SD;SD;SD;SD
LC-2019-0271208;1;2019;5;1;43586;0,7;16;SD;13;SD;Rivera, Pedro I., Dr. 2981, Barrio: Belgrano  , jurisdicción comisaria:  Vecinal 13C;;;;Point (99695.98408116352220532 107701.64053207061078865);-58.466612;-34.559844;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0271236;1;2019;5;1;43586;0,645833333;15;SD;6;SD;Galicia y Paysandu 0, Barrio: Caballito  , jurisdicción comisaria:  Vecinal 6A;;;;Point (100699.61994656565366313 102318.38144123289384879);-58.455672;-34.608371;SD;SD;SD-SD;x;SD;SD;SD;x;SD
LC-2019-0271257;1;2019;5;1;43586;0,666666667;16;SD;2;SD;Cordoba Av. y Sanchez De Bustamante 0, Barrio: Recoleta  , jurisdicción comisaria:  Vecinal 2B;;;;Point (104590.4393055279069813 103473.55056453296856489);-58.413258;-34.597948;MOTO;SD;MOTO-SD;x;SD;SD;SD;SD;SD
LC-2019-0271537;1;2019;5;1;43586;0,853472222;20;SD;1;SD;Moreau De Justo, Alicia Av. 1900, Barrio: Puerto Madero  , jurisdicción comisaria:  Vecinal 1E;;;;Point (108973.40820607772911899 100988.89218395965872332);-58.365452;-34.620317;MOTO;SD;MOTO-SD;x;SD;SD;SD;SD;SD
LC-2019-0271635;1;2019;5;1;43586;0,895833333;21;SD;1;SD;Arenales 1364, Barrio: Retiro  , jurisdicción comisaria:  Vecinal 1A;;;;Point (107025.20185372965352144 103837.89528682516538538);-58.386719;-34.59465;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0271621;1;2019;5;1;43586;0,979166667;23;YRIGOYEN, HIPOLITO 3026;;SD;SD;YRIGOYEN, HIPOLITO;3026;;Point (104965.272544 101970.615793);;;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0273889;1;2019;5;2;43587;0,726388889;17;SD;4;SD;Vieytes 1801, Barrio: Barracas  , jurisdicción comisaria:  Vecinal 4D;;;;Point (108083.11777352527133189 97200.42234275571536273);-58.375124;-34.654475;CICLISTA;SD;CICLISTA-SD;SD;SD;SD;SD;x;SD
LC-2019-0271593;1;2019;5;2;43587;0,015972222;0;SD;14;SD;Campos, Luis M. Av. y Maure 0, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 14B;;;;Point (102380.69587193391635083 106758.09579965082230046);-58.437356;-34.568347;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0271597;1;2019;5;2;43587;0,019444444;0;SD;14;SD;Campos, Luis M. Av. y Maure 0, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 14B;;;;Point (102380.69587193391635083 106758.09579965082230046);-58.437356;-34.568347;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0271654;1;2019;5;2;43587;0,070138889;1;SD;9;SD;Acosta, Mariano Av. y Remedios 0, Barrio: Parque Avellaneda  , jurisdicción comisaria:  Vecinal 9C;;;;Point (98957.613981514426996 98805.17982558296353091);-58.474669;-34.64004;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0271748;2;2019;5;2;43587;0,206944444;4;SD;6;SD;Pueyrredon, Honorio, Dr. Av. y Aranguren, Juan F., Dr. 0, Barrio: Caballito  , jurisdicción comisaria:  Vecinal 6A;;;;Point (102045.58353815926238894 101699.40295000620244537);-58.440996;-34.613949;SD;SD;SD-SD;SD;SD;x;x;SD;SD
LC-2019-0271815;1;2019;5;2;43587;0,291666667;7;SD;14;SD;Del Libertador Av. y Kennedy, John Fitzgerald 0, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 14C;;;;Point (104160.86426786742231343 106181.62610984774073586);-58.417954;-34.573538;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0271854;1;2019;5;2;43587;0,346527778;8;SD;7;SD;Lafuente Av. 866, Barrio: Flores  , jurisdicción comisaria:  Vecinal 7A;;;;Point (99992.29229281941661611 98729.80965960436151363);-58.463384;-34.64072;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0271899;1;2019;5;2;43587;0,298611111;7;SD;7;SD;Alberdi, Juan Bautista Av. y Rivera Indarte Av. 0, Barrio: Flores  , jurisdicción comisaria:  Vecinal 7C;;;;Point (100143.21641937100503128 99779.24415501694602426);-58.461738;-34.63126;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0271965;1;2019;5;2;43587;0,385416667;9;SD;9;SD;Palmar y Las Bases 0, Barrio: Liniers  , jurisdicción comisaria:  Vecinal 9B;;;;Point (94657.94497044541640207 98415.51077364388038404);-58.521567;-34.643539;SD;SD;SD-SD;SD;SD;x;SD;SD;SD
LC-2019-0271979;1;2019;5;2;43587;0,381944444;9;SD;3;SD;Pueyrredon Av. y Gomez, Valentin 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3A;;;;Point (105281.53256285737734288 102627.65227499532920774);-58.405719;-34.60557;SD;SD;SD-SD;SD;SD;x;SD;x;SD
LC-2019-0272124;2;2019;5;2;43587;0,375;9;SD;15;SD;De Los Constituyentes Av. y Victorica, Benjamin, General, Av. 0, Barrio: Agronomia  , jurisdicción comisaria:  Vecinal 15C;;;;Point (98334.22137122336425819 104328.90884337028546724);-58.481457;-34.590246;AUTO;SD;AUTO-SD;x;SD;SD;SD;SD;SD
LC-2019-0272132;5;2019;5;2;43587;0,375;9;SD;1;SD;Vera Peñaloza,  Rosario y Calabria Av. 0, Barrio: Puerto Madero  , jurisdicción comisaria:  Vecinal 1E;;;;Point (109649.19991792127257213 101338.43374249493354);-58.358087;-34.61716;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0272173;1;2019;5;2;43587;0,432638889;10;SD;6;SD;Pueyrredon, Honorio, Dr. Av. y Mendez De Andes 0, Barrio: Caballito  , jurisdicción comisaria:  Vecinal 6A;;;;Point (102002.50043517035373952 101808.01601535479130689);-58.441466;-34.61297;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0272290;1;2019;5;2;43587;0,452083333;10;SD;No Especificada;SD;SD;;;;SD;SD;SD;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0272307;2;2019;5;2;43587;0,456944444;10;SD;3;SD;Alberti y Belgrano Av. 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3B;;;;Point (105680.85174728503625374 101644.54738376350724138);-58.401359;-34.61443;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0272314;1;2019;5;2;43587;0,458333333;11;SD;2;SD;Las Heras General Av. 1861, Barrio: Recoleta  , jurisdicción comisaria:  Vecinal 2A;;;;Point (106503.12054296166752465 104217.11054042576870415);-58.392413;-34.591235;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0272506;1;2019;5;2;43587;0,395833333;9;SD;15;SD;Nazca y Navarro 0, Barrio: Agronomia  , jurisdicción comisaria:  Vecinal 15C;;;;Point (97094.30231379809265491 103883.08795885815925431);-58.494974;-34.594262;AUTO;SD;AUTO-SD;x;SD;SD;SD;SD;SD
LC-2019-0272644;1;2019;5;2;43587;0,489583333;11;SD;15;SD;Newbery, Jorge Av. y Montenegro 0, Barrio: Chacarita  , jurisdicción comisaria:  Vecinal 15A;;;;Point (100514.2327599166019354 103781.26964493986451998);-58.457694;-34.595184;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0272705;1;2019;5;2;43587;0,34375;8;SD;11;SD;Argerich y Arregui 0, Barrio: Villa Del Parque  , jurisdicción comisaria:  Vecinal 11A;;;;Point (97795.314110280276509 102537.33234311583510134);-58.487336;-34.606395;SD;SD;SD-SD;SD;SD;x;SD;SD;SD
LC-2019-0272805;1;2019;5;2;43587;0,526388889;12;SD;13;SD;Del Libertador Av. y Deheza 0, Barrio: Nuñez  , jurisdicción comisaria:  Vecinal 13B;;;;Point (99769.602522243061685 110181.4239967069006525);-58.465809;-34.53749;SD;SD;SD-SD;SD;SD;x;SD;SD;SD
LC-2019-0272849;1;2019;5;2;43587;0,572222222;13;SD;13;SD;Blanco Encalada 2640, Barrio: Belgrano  , jurisdicción comisaria:  Vecinal 13C;;;;SD;SD;SD;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0272925;3;2019;5;2;43587;0,590277778;14;SD;4;SD;Bolivar 1841, Barrio: Barracas  , jurisdicción comisaria:  Vecinal 4D;;;;Point (108386.13161415404465515 99892.63692217490461189);-58.371845;-34.630204;SD;SD;SD-SD;SD;SD;x;SD;SD;SD
LC-2019-0272951;3;2019;5;2;43587;0,46875;11;SD;11;SD;San Martin Av. y Paz, Gral. Av. 0, Barrio: Villa Devoto  , jurisdicción comisaria:  Vecinal 11B;;;;Point (94879.29147500626277179 104434.56166003129328601);-58.519116;-34.589282;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0273142;1;2019;5;2;43587;0,5625;13;SD;14;SD;Dorrego Av. y Clay 0, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 14B;;;;Point (102848.4058070919563761 106096.14188432112860028);-58.432257;-34.574313;MOTO;SD;MOTO-SD;x;SD;SD;SD;SD;SD
LC-2019-0273474;1;2019;5;2;43587;0,700694444;16;SD;13;SD;La Pampa y Del Libertador Av. 0, Barrio: Belgrano  , jurisdicción comisaria:  Vecinal 13A;;;;Point (101657.66527822575881146 107735.34335433710657526);-58.445237;-34.559539;SD;SD;SD-SD;SD;SD;SD;SD;x;SD
LC-2019-0273556;1;2019;5;2;43587;0,645833333;15;SD;9;SD;Larrazabal y Alberdi, Juan Bautista Av. 0, Barrio: Mataderos  , jurisdicción comisaria:  Vecinal 9A;;;;Point (96433.80267610130249523 97552.08949384844163433);-58.502201;-34.65133;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0273715;1;2019;5;2;43587;0,754166667;18;SD;3;SD;Pueyrredon Av. 219, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3A;;;;Point (105255.64288426084385719 102422.6619040860387031);-58.406;-34.607418;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0273822;2;2019;5;2;43587;0,708333333;17;SD;8;SD;Escalada Av. y Batlle Y Ordoñez, Jose P.T. 0, Barrio: Villa Lugano  , jurisdicción comisaria:  Vecinal 8B;;;;Point (99921.83251557678158861 95521.25758484580728691);-58.464153;-34.669643;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0273835;1;2019;5;2;43587;0,708333333;17;SD;12;SD;Paz, Gral. Av. 5300, Barrio: Villa Pueyrredon  , jurisdicción comisaria:  Vecinal 12B;;;;Point (95601.53242888575186953 106051.78507456337683834);-58.511235;-34.574707;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0274076;1;2019;5;2;43587;0,834722222;20;SD;7;SD;Comisaría 49, Barrio: Flores  , jurisdicción comisaria:  Vecinal 7C;;;;Point (100462.50276388201746158 99816.73122335378138814);-58.458256;-34.630922;SD;SD;SD-SD;x;SD;x;SD;SD;SD
LC-2019-0274082;1;2019;5;2;43587;0,821527778;19;SD;3;SD;Republica Bolivariana De Venezuela y Catamarca 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3B;;;;Point (105271.42681964252551552 101460.41571336076594889);-58.405822;-34.616092;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0274109;1;2019;5;2;43587;0,805555556;19;SD;3;SD;San Juan Av. 2015, Barrio: San Cristobal  , jurisdicción comisaria:  Vecinal 3B;;;;Point (106352.76015356967400294 100715.04491005376621615);-58.394026;-34.622805;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0274139;2;2019;5;2;43587;0,78125;18;SD;9;SD;Olivera Av. 800, Barrio: Parque Avellaneda  , jurisdicción comisaria:  Vecinal 9C;;;;Point (98088.58530176032218151 98073.42576472769724205);-58.484149;-34.646635;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0274168;1;2019;5;2;43587;0,756944444;18;SD;13;SD;Forest Av. 1261, Barrio: Colegiales  , jurisdicción comisaria:  Vecinal 13C;;;;Point (100212.18147285604209173 105758.66035648301476613);-58.460987;-34.577359;SD;SD;SD-SD;SD;SD;x;SD;SD;SD
LC-2019-0274373;2;2019;5;2;43587;0,895833333;21;SD;1;SD;9 De Julio Av. y Mexico 0, Barrio: Monserrat  , jurisdicción comisaria:  Vecinal 1B;;;;Point (107566.97387059344328009 101551.46591673642979003);-58.380793;-34.615257;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0274374;1;2019;5;2;43587;0,981944444;23;SD;14;SD;Arevalo y Vega, Niceto, Cnel. Av. 0, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 14B;;;;Point (101806.47497247743012849 105050.41142132443201263);-58.44361;-34.583742;SD;SD;SD-SD;SD;SD;x;SD;SD;SD
LC-2019-0274390;2;2019;5;2;43587;0,833333333;20;SD;12;SD;Balbin, Ricardo, Dr. Av. y Pico 0, Barrio: Saavedra  , jurisdicción comisaria:  Vecinal 12A;;;;Point (96753.20363275575800799 108580.64294200442964211);-58.498674;-34.551915;SD;SD;SD-SD;x;SD;SD;SD;x;SD
LC-2019-0274392;1;2019;5;2;43587;0,90625;21;SD;6;SD;Directorio Av. 1357, Barrio: Caballito  , jurisdicción comisaria:  Vecinal 6B;;;;Point (101503.45591516990680248 99934.54936816816916689);-58.446904;-34.629859;SD;SD;SD-SD;SD;SD;SD;SD;x;SD
LC-2019-0275380;1;2019;5;2;43587;0,277083333;6;SD;15;SD;San Martin Av. y 12 De Octubre 0, Barrio: Paternal  , jurisdicción comisaria:  Vecinal 15A;;;;Point (99356.95147233616444282 103076.05225589145265985);-58.47031;-34.601541;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0277846;1;2019;5;2;43587;0,423611111;10;SD;14;SD;Scalabrini Ortiz, Raul Av. 1315, Barrio: Palermo VIA PUBLICA , jurisdicción comisaria:  Vecinal 14A;;;;Point (103261.15620124636916444 104036.87048495588533115);-58.427751;-34.592875;SD;SD;SD-SD;SD;SD;SD;SD;x;SD
LC-2019-0278759;1;2019;5;2;43587;0,559027778;13;SD;3;SD;Sarmiento 2555, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3A;;;;Point (105539.23026836779899895 102548.40761207061586902);-58.402909;-34.606283;SD;SD;SD-SD;SD;SD;SD;SD;x;SD
LC-2019-0274412;1;2019;5;3;43588;0,045833333;1;SD;15;SD;Corrientes Av. y Alvarez, Julian 0, Barrio: Villa Crespo  , jurisdicción comisaria:  Vecinal 15B;;;;Point (102483.53994800450163893 103166.28150917094899341);-58.436225;-34.600725;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0274967;1;2019;5;3;43588;0,440277778;10;SD;7;SD;Directorio Av. y Marti, Jose 0, Barrio: Flores  , jurisdicción comisaria:  Vecinal 7A;;;;Point (99366.41167866869363934 99217.117052407716983);-58.47021;-34.636327;MOTO;SD;MOTO-SD;x;SD;SD;SD;SD;SD
LC-2019-0275019;2;2019;5;3;43588;0,395833333;9;SD;12;SD;Paz, Gral. Av. y Cabildo Av. 0, Barrio: Saavedra KM 1 , jurisdicción comisaria:  Vecinal 13B;;;;Point (98881.1080513876513578 109972.69078239516238682);-58.475488;-34.539371;MOTO;SD;MOTO-SD;x;SD;SD;SD;SD;SD
LC-2019-0275058;1;2019;5;3;43588;0,455555556;10;SD;4;SD;Luppi, Abraham J. y Esquiu 0, Barrio: Nueva Pompeya  , jurisdicción comisaria:  Vecinal 4B;;;;Point (104007.40997964105918072 97517.89692230270884465);-58.419586;-34.651637;SD;SD;SD-SD;x;SD;SD;x;SD;SD
LC-2019-0275157;1;2019;5;3;43588;0,474305556;11;SD;14;SD;Salguero, Jeronimo 3212, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 14C;;;;Point (105505.05794031736149918 106045.92762389699055348);-58.403304;-34.574755;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0275288;3;2019;5;3;43588;0,445138889;10;SD;12;SD;Congreso Av. 5680, Barrio: Villa Urquiza 0 , jurisdicción comisaria: 0;;;;Point (96944.44674765750824008 106216.95756507784244604);-58.496599;-34.573223;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0275382;1;2019;5;3;43588;0,522916667;12;SD;6;SD;Rivadavia Av. 4650, Barrio: Caballito  , jurisdicción comisaria:  Vecinal 6B;;;;Point (102944.13240419323847163 101465.53993367025395855);-58.431198;-34.616055;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0275423;2;2019;5;3;43588;0,5;12;SD;10;SD;Ercilla 5131, Barrio: Villa Luro  , jurisdicción comisaria:  Vecinal 10C;;;;Point (96436.33591290490585379 98808.41921007340715732);-58.502168;-34.640005;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0275484;1;2019;5;3;43588;0,547222222;13;SD;7;SD;Marti, Jose y Zuviria 0, Barrio: Flores  , jurisdicción comisaria:  Vecinal 7A;;;;Point (100219.38540835792082362 98081.39894432305300143);-58.460907;-34.646565;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0275494;1;2019;5;3;43588;0,546527778;13;SD;9;SD;Autopista Perito Moreno y Bynnon 0, Barrio: Liniers  , jurisdicción comisaria:  Vecinal 9B;;;;Point (94441.32117650350846816 99134.7889806689490797);-58.523925;-34.637054;SD;SD;SD-SD;x;SD;SD;x;SD;SD
LC-2019-0275560;1;2019;5;3;43588;0,444444444;10;SD;4;SD;Iguazu y Ancaste 0, Barrio: Nueva Pompeya  , jurisdicción comisaria:  Vecinal 4B;;;;Point (105351.30925220609060489 97940.77097887701529544);-58.404929;-34.647819;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0275586;1;2019;5;3;43588;0,570138889;13;SD;1;SD;Suipacha y Corrientes Av. 0, Barrio: San Nicolas  , jurisdicción comisaria:  Vecinal 1D;;;;Point (107688.55432888404175173 102847.18100248943665065);-58.379479;-34.603576;SD;SD;SD-SD;SD;SD;SD;SD;x;SD
LC-2019-0275589;3;2019;5;3;43588;0,572916667;13;SD;14;SD;Araoz y Charcas 0, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 14A;;;;Point (104162.56042243234696798 104626.7894695778231835);-58.417928;-34.587554;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0275678;1;2019;5;3;43588;0,545138889;13;SD;10;SD;Irigoyen y Varela, Jose Pedro 0, Barrio: Villa Real  , jurisdicción comisaria:  Vecinal 10B;;;;Point (94085.32900006785348523 101064.2599490215361584);-58.527794;-34.619659;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0275688;1;2019;5;3;43588;0,593055556;14;SD;4;SD;Montes De Oca, Manuel y Finochietto Enrique Dr. 0, Barrio: Barracas  , jurisdicción comisaria:  Vecinal 4D;;;;Point (107890.92090484514483251 99945.7635228345025098);-58.377246;-34.629729;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0275728;1;2019;5;3;43588;0,53125;12;SD;12;SD;Ruiz Huidobro y Cramer 0, Barrio: Saavedra  , jurisdicción comisaria:  Vecinal 12A;;;;Point (98844.39377833800972439 109235.43062065876438282);-58.475889;-34.546017;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0275748;2;2019;5;3;43588;0,609722222;14;SD;4;SD;Velez Sarsfield Av. y Suarez 0, Barrio: Barracas  , jurisdicción comisaria:  Vecinal 4D;;;;Point (106750.51946664521528874 98483.32938636778271757);-58.389671;-34.64292;AUTO;SD;AUTO-SD;SD;SD;x;x;SD;SD
LC-2019-0275758;1;2019;5;3;43588;0,53125;12;SD;14;SD;Justo, Juan B. Av. y Nicaragua 0, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 14A;;;;Point (102901.60137759169447236 105121.3585220248933183);-58.431674;-34.5831;MOTO;SD;MOTO-SD;x;SD;SD;SD;SD;SD
LC-2019-0275832;4;2019;5;3;43588;0,632638889;15;SD;No Especificada;SD;SD;;;;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0276026;1;2019;5;3;43588;0,673611111;16;SD;4;SD;Ancaste y Atuel 0, Barrio: Nueva Pompeya  , jurisdicción comisaria:  Vecinal 4B;;;;Point (105225.97310215988545679 97917.76767018697864842);-58.406296;-34.648027;PEATON;SD;PEATON-SD;SD;SD;SD;SD;SD;SD
LC-2019-0276071;2;2019;5;3;43588;0,645833333;15;SD;4;SD;Riestra Av. y Del Bañado 0, Barrio: Nueva Pompeya  , jurisdicción comisaria:  Vecinal 4B;;;;Point (103273.36379044683417305 98257.11417071570758708);-58.427596;-34.644976;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0276090;1;2019;5;3;43588;0,597222222;14;SD;8;SD;Castañares Av. 4770, Barrio: Villa Lugano  , jurisdicción comisaria:  Vecinal 8A;;;;Point (99191.96206598303979263 95879.09285494571668096);-58.472116;-34.666417;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0276102;1;2019;5;3;43588;0,604166667;14;SD;7;SD;Fray Cayetano Rodriguez y Neuquen 0, Barrio: Flores  , jurisdicción comisaria:  Vecinal 7C;;;;Point (99586.55573720116808545 101108.21850834951328579);-58.467808;-34.61928;MOTO;SD;MOTO-SD;x;SD;SD;SD;SD;SD
LC-2019-0276146;1;2019;5;3;43588;0,576388889;13;SD;1;SD;Chile y Piedras 0, Barrio: Monserrat  , jurisdicción comisaria:  Vecinal 1E;;;;Point (107875.03397437752573751 101436.50521644887339789);-58.377433;-34.616291;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0276292;2;2019;5;3;43588;0,740972222;17;SD;4;SD;Abdala, German y Pi Y Margall 0, Barrio: Boca  , jurisdicción comisaria:  Vecinal 4C;;;;Point (108786.84488587726082187 99986.67192380171036348);-58.367476;-34.629353;MOTO;SD;MOTO-SD;x;SD;SD;SD;SD;SD
LC-2019-0276362;1;2019;5;3;43588;0,725694444;17;SD;3;SD;Matheu 1384, Barrio: San Cristobal  , jurisdicción comisaria:  Vecinal 3B;;;;Point (105904.94389773767034058 100393.40927424958499614);-58.398907;-34.625707;SD;SD;SD-SD;SD;SD;SD;SD;x;SD
LC-2019-0276392;1;2019;5;3;43588;0,785416667;18;SD;1;SD;Del Libertador Av. y San Martin 0, Barrio: Retiro  , jurisdicción comisaria:  Vecinal 1A;;;;Point (108206.22611499886261299 103957.07145046886580531);-58.373846;-34.593567;SD;SD;SD-SD;SD;SD;x;SD;SD;SD
LC-2019-0276497;1;2019;5;3;43588;0,798611111;19;SD;5;SD;Diaz Velez Av. 3934, Barrio: Almagro  , jurisdicción comisaria:  Vecinal 5A;;;;Point (103782.8069563230528729 102285.48225287144305184);-58.422057;-34.608661;SD;SD;SD-SD;x;SD;SD;SD;x;SD
LC-2019-0276580;1;2019;5;3;43588;0,834722222;20;SD;1;SD;Humberto 1° y San Jose 0, Barrio: Constitucion  , jurisdicción comisaria:  Vecinal 1C;;;;Point (107102.86407694134686608 100897.65527413167001214);-58.385848;-34.621154;SD;SD;SD-SD;x;SD;x;SD;SD;SD
LC-2019-0276592;1;2019;5;3;43588;0,750694444;18;SD;1;SD;Estados Unidos y Paseo Colon Av. 0, Barrio: San Telmo  , jurisdicción comisaria:  Vecinal 1E;;;;Point (108620.16479617469303776 101203.77193762846582104);-58.369306;-34.618383;MOTO;SD;MOTO-SD;SD;SD;x;SD;SD;SD
LC-2019-0276601;1;2019;5;3;43588;0,840277778;20;SD;13;SD;Cramer y Azurduy Juana 0, Barrio: Nuñez  , jurisdicción comisaria:  Vecinal 13B;;;;Point (99269.35640919042634778 108419.01439397840294987);-58.47126;-34.553377;MOTO;SD;MOTO-SD;x;SD;SD;SD;SD;SD
LC-2019-0276639;1;2019;5;3;43588;0,855555556;20;SD;4;SD;Saenz Av. y Rabanal, Francisco, Intendente Av. 0, Barrio: Nueva Pompeya  , jurisdicción comisaria:  Vecinal 4B;;;;Point (104297.66680465423269197 97159.89427880811854266);-58.416418;-34.654863;SD;SD;SD-SD;SD;SD;x;SD;SD;SD
LC-2019-0276673;1;2019;5;3;43588;0,819444444;19;SD;4;SD;Paz, Jose C. y Llorente 0, Barrio: Parque Patricios  , jurisdicción comisaria:  Vecinal 4A;;;;Point (105223.07591095502721146 98310.80895560522913001);-58.40633;-34.644484;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0276674;1;2019;5;3;43588;0,822916667;19;SD;1;SD;Huergo, Ing. Av. 1500, Barrio: Puerto Madero  , jurisdicción comisaria:  Vecinal 1E;;;;Point (109061.27094986237352714 100524.77088259973970708);-58.364489;-34.6245;MOTO;SD;MOTO-SD;x;SD;SD;SD;SD;SD
LC-2019-0276686;1;2019;5;3;43588;0,805555556;19;SD;11;SD;Fernandez De Enciso y Bahia Blanca 0, Barrio: Villa Devoto  , jurisdicción comisaria:  Vecinal 11B;;;;Point (95529.48799697891809046 103453.03276697265391704);-58.512034;-34.598133;SD;SD;SD-SD;SD;SD;x;SD;x;SD
